Seq.,Grp,Sub-Cat,Stock,Description_x,Package,On Hand /cs_x,Shelf Life_x,Arrive Date_x,Lot Number_x,On Hand /cs_y,Shelf Life_y,Arrive Date_y,Lot Number_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,L,17020 * KIKUMASAMUNE SAKE *,8139,300 KIKUMASAMUNE KIMOTO JDG,12/300ml (+3.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,L,17020 * KIKUMASAMUNE SAKE *,8140,KIKUMASA KIMOTO JDG,6/720ML (+3.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,L,17020 * KIKUMASAMUNE SAKE *,8466,HYAKUMOKU JDG KIKUMASA,6/720ml(+0.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,L,17020 * KIKUMASAMUNE SAKE *,10175,HYAKUMOKU ALT.3 KIKUMASA,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,L,17020 * KIKUMASAMUNE SAKE *,10176,HYAKUMOKU JG KIKUMASA,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L,17050 * JIZAKE *,10,AMABUKI KYOTO SENNEN MATCHA,12/720ml (12P),,,,,10,,2/8/2019 0:00,CK18-4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L,17050 * JIZAKE *,94,HAKKAISAN YUKIMURO JG,15/280ml(-1),,,,,94,,7/29/2019 0:00,D-04087701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L,17050 * JIZAKE *,103 1,TAKENO TSUYU JUNMAI,8/1.8 L (+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L,17050 * JIZAKE *,104,TAKENO TSUYU JUNMAI,20/300ml(+2),,,,,104,,10/29/2019 0:00,D-04154201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L,17050 * JIZAKE *,118,ISOJIMAN OMACHI TJ,8/1.8L,,,,,118,,12/9/2019 0:00,D-04156201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L,17050 * JIZAKE *,444,HAKKAISAN TJ GENSHU,12/720ml (0),,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L,17050 * JIZAKE *,463,NAGARAGAWA JUNMAI GINJO,12/720ml,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L,17050 * JIZAKE *,464,300 NAGARAGAWA JUNMAI GINJO,12/300ml,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,L,17050 * JIZAKE *,470,NANBU BIJIN AWA SPARKLING,"6/720ml(-20),JG",,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,L,17050 * JIZAKE *,535,TAKENO TSUYU HAKURO SUISHU JDG,10/720ml DEWA33 ULTRA BLK,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,L,17050 * JIZAKE *,593,DASSAI-50 JUNMAI DAIGINJO,6/1.8L (+4),,,,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,L,17050 * JIZAKE *,734 1,MINANOGAWA TSUKUBA100 JG INABA,12/720ml (+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,L,17050 * JIZAKE *,834,HAKKAISAN TJ GENSHU,6/1.8L,,,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,L,17050 * JIZAKE *,837,KINSUISHO JUNMAI DAIGINJO,6/720ml,,,,,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,L,17050 * JIZAKE *,838,KINSUISHO JUNMAI GINJO,6/720ml,,,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,L,17050 * JIZAKE *,848,NAGARAGAWA GREAT HAPPINESS JDG,6/720ml(+3)Jufuku Mukyo,,,,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,L,17050 * JIZAKE *,851,SUIGEI SHO JUNMAI DAIGINJO,6/720ml W/BOX,,,,,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,L,17050 * JIZAKE *,852,SUIGEI MANN JUNMAI DAIGINJO,6/720ml W/BOX,,,,,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,L,17050 * JIZAKE *,873,TATENOKAWA KOMYO JDG,3/720ml w/box,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,L,17050 * JIZAKE *,934,"NAMA PREMIUM STELLA JDG, INABA",12/720ml,,,,,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,L,17050 * JIZAKE *,962,HITAKAMI YASUKE JUNMAI GINJO,6/720ml,,,,,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,L,17050 * JIZAKE *,1021,300-TENGUMAI 50 JM DAIGINJO,12/300ml(+3),,,,,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,L,17050 * JIZAKE *,1162,300-OZE NO YUKIDOKE OHKARAKUCH,20/300ML,,,,,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,L,17050 * JIZAKE *,1164,OTOKOYAMA TOKU JUNMAI,6/1.8L,,,,,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,L,17050 * JIZAKE *,1167,KIKUSUI JUNMAI GINJYO,12/720ml(+2),,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,L,17050 * JIZAKE *,1178,TENGUMAI 50 JUNMAI DAIGINJO,12/720ml (+3),,,,,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,L,17050 * JIZAKE *,1269,HAKURO SUISHU JDG TAKENO TSUYU,20/300 ML,,,,,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,L,17050 * JIZAKE *,1353 1,TATSURIKI YOKAWA YONEDA JDG,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,L,17050 * JIZAKE *,1354,TATSURIKI JINGU JMD,10/720ml (+1)w/Box,,,,,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,L,17050 * JIZAKE *,1358,TATSURIKI AKITSU JDG,6/720ml,,,,,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,L,17050 * JIZAKE *,1391,TATSURIKI KOMENO SASAYAKI DG,30/300ml(AL),,,,,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,L,17050 * JIZAKE *,1399,TATSURIKI KOMENO SASAYAKI DG,10/720ML(AL),,,,,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,L,17050 * JIZAKE *,1408,NEW HAKKAISAN TOKUBETSU JUNMAI,15/300ml (-1),,,,,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,L,17050 * JIZAKE *,1409,NEW HAKKAISAN TOKUBETSU JUNMAI,12/720ml (-1),,,,,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,L,17050 * JIZAKE *,1428,NIHON SAKARI NAMA GENSHU HONJO,30/200ml(-6)(AL)White,,,,,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,L,17050 * JIZAKE *,1572,NIHON SAKARI NAMA GENSHU DG,30/200ml(+4)(AL)Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,L,17050 * JIZAKE *,1606,TATSURIKI NIHON SAKURA GOLD JD,10/720ml (+6) W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,L,17050 * JIZAKE *,1976,NANBU BIJIN DG 10YEARS KOSHU,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,L,17050 * JIZAKE *,1977,TAMAJIMAN JUNMAI DAIGINJO IS,6/300ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,L,17050 * JIZAKE *,1982,300 SAKURAMUROMACHI JG BIZEN,20/300ml (+2.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,L,17050 * JIZAKE *,1983,TAMAJIMAN JUNMAI DAIGINJO IS,6/720ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,L,17050 * JIZAKE *,1991,NANBU BIJIN ALL KOJI JM,12/500ml (-20) W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,L,17050 * JIZAKE *,2092,AMABUKI YAMAHAI JUNMAI OMACHI,6/1.8L(+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,L,17050 * JIZAKE *,2673,NIHON SAKARI DAIGINJYO (AL),6/720ml (+5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,L,17050 * JIZAKE *,2972,HACHITSURU JUNMAI NAMACHOZOSHU,6/720ml(+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,L,17050 * JIZAKE *,2975,"AGED FUNAGUCHI, KIKUSUI (AL)",30/200ml (-4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,L,17050 * JIZAKE *,2978,HANAOMOI HACHITSURU JDG,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,L,17050 * JIZAKE *,2979,KIKUSUI KARAKUCHI CAN,30/180ml(+8)AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,L,17050 * JIZAKE *,2982,SHIMEHARITSURU JUNMAI GINJO,12/720ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,L,17050 * JIZAKE *,3137,MIO SPARKLING SAKE,12/300ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,L,17050 * JIZAKE *,3367,KIKUSUI HIYAOROSHI J-GINJO,6/1.8L (+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,L,17050 * JIZAKE *,3368,TAKENO TSUYU HAGURO HONJOZO,20/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,L,17050 * JIZAKE *,3572,MIO SPARKLING SAKE SHIRAKABEGU,6/750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,L,17050 * JIZAKE *,3779,KIKUSUI KURAMITSU JMD,6/750ml(-6.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,L,17050 * JIZAKE *,3795,SAKURAMUROMACHI SAKON JG,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,L,17050 * JIZAKE *,3908,HACHITSURU JG MUROKA NAMA,6/720ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,L,17050 * JIZAKE *,3943,AMABUKI JG ICHIGO-KOBO,12/720ml(+1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,L,17050 * JIZAKE *,3949,AMABUKI JG HIMAWARI-KOBO,12/720ml(+10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,L,17050 * JIZAKE *,3950,CUP AMABUKI JG ICHIGO-KOBO,30/180ml(+1.5) 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,L,17050 * JIZAKE *,3952,AMABUKI JUNMAI GINJO,12/720ml (+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,L,17050 * JIZAKE *,3953,KIKUSUI HIYAOROSHI J-GINJO,12/720ml (+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,L,17050 * JIZAKE *,3955,SAKAMAI KIKUSUI J-DAIGINJO,6/720ml (+2) W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,L,17050 * JIZAKE *,3961,FUNAGUCHI KIKUSUI (CAN),30/200ml (AL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,L,17050 * JIZAKE *,3963 1,300 AMABUKI JG,2/12/300ml(+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,L,17050 * JIZAKE *,3965,AMABUKI DAIGINJO,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,L,17050 * JIZAKE *,3966,CUP AMABUKI JG HIMAWARI-KOBO,30/180ml(+10) 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,L,17050 * JIZAKE *,3967,CUP AMABUKI YAMAHAI OMACHI JM,30/180ml(+4) 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,L,17050 * JIZAKE *,3968,AMABUKI YAMAHAI OMACHI JUNMAI,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,L,17050 * JIZAKE *,3971,SHINMAI FUNAGUCHI KIKUSUI(CAN),30/200ml (AL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,L,17050 * JIZAKE *,3972,NIHON SAKARI REISHU (AL),12/300ml (+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,L,17050 * JIZAKE *,3977,NEW HAKKAISAN TOKUBETSU JUNMAI,6/1.8L (-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,L,17050 * JIZAKE *,3979,KOSHINO KANCHUBAI SILVER JM,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,L,17050 * JIZAKE *,3982,AMABUKI SPARKLING JG,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,L,17050 * JIZAKE *,3995,NIHON SAKARI JUNMAI,6/1.8L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,L,17050 * JIZAKE *,3996,NIHON SAKARI JUNMAI,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,L,17050 * JIZAKE *,3997,KUNKO FUNAGUCHI KIKUSUI(AL),30/200ml(-3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,L,17050 * JIZAKE *,4546,NIHON SAKARI PACK JM,6/900ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,L,17050 * JIZAKE *,4547,300 TATENOKAWA DAKURYU NAMA JD,12/300ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,L,17050 * JIZAKE *,4556,TATENOKAWA 18 JDG,"12/720ml(-2) ""Eighteen""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,L,17050 * JIZAKE *,4645,KOSHINO KANCHUBAI KAMENOO JG,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,L,17050 * JIZAKE *,4774,TAMANO HIKARI JUNMAI GINJO,30/180ml(+3) CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,L,17050 * JIZAKE *,4824,YAMATO SHIZUKU KIMOTO JUNMAI,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,L,17050 * JIZAKE *,4825,TATENOKAWA 33 JDG,"12/720ml(-3) ""3 PEAKS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,L,17050 * JIZAKE *,4826,TATENOKAWA NAKADORI JDG 50,"12/720ml(-2) ""Middle-Cut""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,L,17050 * JIZAKE *,4828,NIHON SAKARI BANSHAKU CUP KARA,6/5/200ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,L,17050 * JIZAKE *,4830,OHMINE JUNMAI GENSHU,40/100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,L,17050 * JIZAKE *,4856,KIKUSUI NIGORI PERFECT SNOW,12/300ML(-19)AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,L,17050 * JIZAKE *,4915,NIHON SAKARI SAMURAI ROCK(AL),20/180ml(14P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,L,17050 * JIZAKE *,4932,300 TATENOKAWA 50 NAKADORI JDG,12/300ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,L,17050 * JIZAKE *,4978,YAMATOSHIZUKU JG MISATONISHIKI,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,L,17050 * JIZAKE *,4979,YAMATO SHIZUKU JDG,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,L,17050 * JIZAKE *,5089,KIRIN HIZOSHU DAIGINJO,3/750ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,L,17050 * JIZAKE *,5093,DASSAI 50 SPARKLING NIGORI JDG,12/360ml(+-0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,L,17050 * JIZAKE *,5094,OZE NO YUKIDOKE OHKARAKUCHI JM,6/1.8L(+10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,L,17050 * JIZAKE *,5101,TAMANO HIKARI JDG BIZEN OMACHI,12/720ml (+3.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,L,17050 * JIZAKE *,5104,REISHU TAMANO HIKARI JG,20/300ml (+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,L,17050 * JIZAKE *,5105,BORN GOLD JUNMAI DAIGINJO,12/720ml(+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,L,17050 * JIZAKE *,5106,TAKENO TSUYU YUKI HONOKA,20/300 ml (+-0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,L,17050 * JIZAKE *,5108,KIKUSUI JUNMAI GINJO (+1.0),12/300 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,L,17050 * JIZAKE *,5119,NANBU BIJIN SHINPAKU JDG,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,L,17050 * JIZAKE *,5160,DASSAI NIGORI 50 JDG,12/720ml (+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,L,17050 * JIZAKE *,5194,"SHIRAKABEGURA, TOKU-JUNMAI",12/720ml (+2)(31P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,L,17050 * JIZAKE *,5240,NANBU BIJIN TOKUBETSU JUNMAI,15/300ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,L,17050 * JIZAKE *,5286,BORN CHOGIN JUNMAI DAIGINJO,6/720ml(+2)W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,L,17050 * JIZAKE *,5339 1,BIJOFU YUZU 720ml,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,L,17050 * JIZAKE *,5344,BIJOFU HINA JDG,12/720ml (YAMADA 45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,L,17050 * JIZAKE *,5346,BIJOFU GIN NO YUME JDG,6/1.8L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,L,17050 * JIZAKE *,5410,KIKUSUI NO KARAKUCHI HONJOZO,12/720ml(+8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,L,17050 * JIZAKE *,5411,KIKUSUI NO KARAKUCHI HONJOZO,12/720ml(+8) w/box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,L,17050 * JIZAKE *,5530,DASSAI-50 JUNMAI DAIGINJO,12/300ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,L,17050 * JIZAKE *,5575,KAMOTSURU SOKAKU DAIGINJO,6/720ml(+3.5) W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,L,17050 * JIZAKE *,5842 1,BIJOFU GIN NO YUME JDG,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,L,17050 * JIZAKE *,5892,KAMOTSURU TOKUSEI GOLD DGJ,12/180ml (+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,L,17050 * JIZAKE *,5895,KAMOTSURU NAMAKAKOI JUNMAI,12/300ml (+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,L,17050 * JIZAKE *,5910,"BORN ""YUME WA MASAYUME""",6/1L(+4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,L,17050 * JIZAKE *,5920,"BORN ""HYOZAN"" JUNMAI DAIGINJO",6/900 ML(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,L,17050 * JIZAKE *,5930,BORN NIHON NO TSUBASA,6/720ml (+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,L,17050 * JIZAKE *,5940 1,BORN TOKUSEN JUNMAI DAIGINJO,6/720ml(+5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,L,17050 * JIZAKE *,5960,BORN MUROKA NAMA GENSHU,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,L,17050 * JIZAKE *,5990,KAMOTSURU TOKUSEI GOLD DG,6/720ml w/Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,L,17050 * JIZAKE *,6142,SUIGEI JDG YAMADANISHIKI,12/720ml(+6.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,L,17050 * JIZAKE *,6146,SUIGEI TOKUBETSU JUNMAI,6/1.8 L(+6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,L,17050 * JIZAKE *,6149,TAMANO HIKARI TOKUSEN JG,6/1.8L +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,L,17050 * JIZAKE *,6156,TAMANO HIKARI CLASSIC JG,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,L,17050 * JIZAKE *,6269,BIJOFU TOKUBETSU JUNMAI,12/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,L,17050 * JIZAKE *,6385,KIKUSUI JUNMAI GINJO,6/1.8 L (+1) W/BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,L,17050 * JIZAKE *,6386,TENGUMAI 50 JUNMAI DAIGINJO,6/1.8L(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,L,17050 * JIZAKE *,6400 1,TAMANO HIKARI JDG BIZEN OMACHI,12/300ml(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
